isco_08,task_id,title,task_text,score_2025,potential25,potential23,mean_score_2025,source,source_year
8141,1,Rubber Products Machine Operators,"Operating and monitoring machines which knead, mix and blend rubber and rubber compounds for further processing;",0.165,Not Exposed,Not affected,0.18,predicted,2025
8141,2,Rubber Products Machine Operators,Operating and monitoring machines which produce sheets of rubber or rubberized fabric by a rolling process;,0.165,Not Exposed,Not affected,0.18,predicted,2025
8141,3,Rubber Products Machine Operators,Operating and monitoring machines which extrude compounded rubber or shape vulcanized rubber by moulding;,0.16,Not Exposed,Not affected,0.18,predicted,2025
8141,4,Rubber Products Machine Operators,"Operating and monitoring machines which build up tires on a form, vulcanise tires and mould or rebuild used tyres;",0.18,Not Exposed,Not affected,0.18,predicted,2025
8141,5,Rubber Products Machine Operators,Examining outputs for defects and conformity to specifications;,0.2725,Not Exposed,Not affected,0.18,predicted,2025
8141,6,Rubber Products Machine Operators,Locating defects and repairing worn and faulty tyres by vulcanizing or other processes.,0.151,Not Exposed,Not affected,0.18,predicted,2025
8142,1,Plastic Products Machine Operators,Operating and monitoring machines which knead and blend compounds to obtain plastic materials;,0.17,Not Exposed,Not affected,0.17,predicted,2025
8142,2,Plastic Products Machine Operators,"Operating and monitoring machines which shape plastic materials by moulding, extrusion, blowing, cutting and other means;",0.165,Not Exposed,Not affected,0.17,predicted,2025
8142,3,Plastic Products Machine Operators,Operating and monitoring machines which laminate plastics and plastic-impregnated materials or produce fibreglass;,0.185,Not Exposed,Not affected,0.17,predicted,2025
8142,4,Plastic Products Machine Operators,"Encasing uncoated wire, cord, cable and optic fibre in plastic;",0.13,Not Exposed,Not affected,0.17,predicted,2025
8142,5,Plastic Products Machine Operators,Examining outputs for defects and conformity to specifications;,0.285,Not Exposed,Not affected,0.17,predicted,2025
8142,6,Plastic Products Machine Operators,Recycling waste plastic materials;,0.15,Not Exposed,Not affected,0.17,predicted,2025
8142,7,Plastic Products Machine Operators,"Making artificial eyes and contact lens discs, making and repairing spectacle frames and plastic parts of orthopaedic appliances.",0.14,Not Exposed,Not affected,0.17,predicted,2025
8143,1,Paper Products Machine Operators,"Operating and monitoring machines which glue paper to cardboard, cut it to the required length or cut and crease cardboard or paperboard to form box blanks;",0.18,Not Exposed,Not affected,0.18,predicted,2025
8143,2,Paper Products Machine Operators,"Operating and monitoring pressing machines which form drinking cups or other containers from paper, paperboard or cardboard;",0.1625,Not Exposed,Not affected,0.18,predicted,2025
8143,3,Paper Products Machine Operators,"Operating and monitoring machines which cut, fold and glue paper to make envelopes and paper bags, or which form bags from other similar material.",0.2,Not Exposed,Not affected,0.18,predicted,2025
8151,1,"Fibre Preparing, Spinning and Winding Machine Operators",Operating and monitoring machines for tearing woollen rags into fibre;,0.151,Not Exposed,Not affected,0.15,predicted,2025
8151,2,"Fibre Preparing, Spinning and Winding Machine Operators",Operating and monitoring machines for cleaning and turning woollen yarn waste into fluffed wool;,0.17,Not Exposed,Not affected,0.15,predicted,2025
8151,3,"Fibre Preparing, Spinning and Winding Machine Operators",Operating and monitoring machines which combine textile fibres into uniform blends;,0.18,Not Exposed,Not affected,0.15,predicted,2025
8151,4,"Fibre Preparing, Spinning and Winding Machine Operators","Operating and monitoring machines which clean and fluff textile fibres, transform them into sliver, comb them into sliver for first drawing, combine slivers into sliver lap or sliver laps into ribbon lap;",0.165,Not Exposed,Not affected,0.15,predicted,2025
8151,5,"Fibre Preparing, Spinning and Winding Machine Operators","Operating draw frame (machine) having number of drawing sets, each set combining several slivers into one of nearly same weight and thickness as any of original sliver;",0.14625,Not Exposed,Not affected,0.15,predicted,2025
8151,6,"Fibre Preparing, Spinning and Winding Machine Operators","Operating and monitoring machines which spin thread and yarn from roving, wind two or more threads onto bobbin, twist two or more strands of yarn or thread into single strands of yarn to increase strength, smoothness and/or uniformity of yarn, or wind yarn or thread from one package to another;",0.1625,Not Exposed,Not affected,0.15,predicted,2025
8151,7,"Fibre Preparing, Spinning and Winding Machine Operators",Operating and monitoring spinning frame that draws out and twists roving or sliver into yarn;,0.1675,Not Exposed,Not affected,0.15,predicted,2025
8151,8,"Fibre Preparing, Spinning and Winding Machine Operators",Operating and monitoring machines for drawing slivers received from drawing machine into loosely twisted strands;,0.165,Not Exposed,Not affected,0.15,predicted,2025
8151,9,"Fibre Preparing, Spinning and Winding Machine Operators","Preparing sizing for use in stiffening and finishing cloth and yarn by mixing ingredients such as starch, tallow, resins, soaps with water and boiling mixture for specified time in steam;",0.15,Not Exposed,Not affected,0.15,predicted,2025
8151,10,"Fibre Preparing, Spinning and Winding Machine Operators",Treating textiles with chemicals to make them water resistant;,0.1375,Not Exposed,Not affected,0.15,predicted,2025
8151,11,"Fibre Preparing, Spinning and Winding Machine Operators",Cleaning rollers and cylinders of carding machines to remove wool waste;,0.11,Not Exposed,Not affected,0.15,predicted,2025
8151,12,"Fibre Preparing, Spinning and Winding Machine Operators","Operating and resurfacing metal drawing rolls of various spinning, combing and lapping machines with new rubber or leather covers.",0.155,Not Exposed,Not affected,0.15,predicted,2025
8152,1,Weaving and Knitting Machine Operators,"Setting up and operating batteries of automatic, link-type knitting machines to knit garments of specified pattern and design;",0.215,Not Exposed,Not affected,0.16,predicted,2025
8152,2,Weaving and Knitting Machine Operators,"Threading yarn, thread and fabric through guides, needles, and rollers of machines for weaving, knitting or other processing;",0.1325,Not Exposed,Not affected,0.16,predicted,2025
8152,3,Weaving and Knitting Machine Operators,"Tending automatic looms that simultaneously weave pile yarn, filling yarn and warp yarn material to produce carpets and rugs with various coloured designs;",0.2,Not Exposed,Not affected,0.16,predicted,2025
8152,4,Weaving and Knitting Machine Operators,Operating and monitoring loom on which yarn or twist is intersected and knotted at regular intervals to form mesh;,0.165,Not Exposed,Not affected,0.16,predicted,2025
8152,5,Weaving and Knitting Machine Operators,"Operating and monitoring large automatic multi-needle machines to embroider material or to sew lengths of several layers of material to make yard goods, quilts or mattress coverings;",0.1775,Not Exposed,Not affected,0.16,predicted,2025
8152,6,Weaving and Knitting Machine Operators,Tending circular knitting machines with automatic pattern controls that knit seamless hose;,0.165,Not Exposed,Not affected,0.16,predicted,2025
8152,7,Weaving and Knitting Machine Operators,Operating and monitoring knitting machines to knit hosiery to shape of foot and leg;,0.165,Not Exposed,Not affected,0.16,predicted,2025
8152,8,Weaving and Knitting Machine Operators,Operating and monitoring machine for knitting heel and toes of socks into ribs or tops cut from circular fabric;,0.16,Not Exposed,Not affected,0.16,predicted,2025
8152,9,Weaving and Knitting Machine Operators,Operating and monitoring machine which seams openings in toes of socks;,0.1625,Not Exposed,Not affected,0.16,predicted,2025
8152,10,Weaving and Knitting Machine Operators,"Operating and monitoring crochet machine to knit lace, trimming etc. of desired pattern or design;",0.16,Not Exposed,Not affected,0.16,predicted,2025
8152,11,Weaving and Knitting Machine Operators,"Examining looms to determine causes of loom stoppage, such as warp filling, harness breaks or mechanical defects;",0.1975,Not Exposed,Not affected,0.16,predicted,2025
8152,12,Weaving and Knitting Machine Operators,Repairing or replacing worn or defective needles and other components;,0.125,Not Exposed,Not affected,0.16,predicted,2025
8152,13,Weaving and Knitting Machine Operators,"Cleaning, oiling, and lubricating machines, using air hoses, cleaning solutions, rags, oil cans, and/or grease guns.",0.12,Not Exposed,Not affected,0.16,predicted,2025
8153,1,Sewing Machine Operators,"Operating or tending sewing machines to perform garment sewing operations, such as joining, reinforcing, seaming or decorating garments or garment parts;",0.155,Not Exposed,Not affected,0.15,predicted,2025
8153,2,Sewing Machine Operators,"Attaching buttons, hooks, zippers, fasteners or other accessories to fabric, using feeding hoppers or clamp holders;",0.1225,Not Exposed,Not affected,0.15,predicted,2025
8153,3,Sewing Machine Operators,Tending semiautomatic sewing machines with multiple-sewing heads controlled by pattern chain that embroiders various designs on garments;,0.1425,Not Exposed,Not affected,0.15,predicted,2025
8153,4,Sewing Machine Operators,"Operating machines, such as single or double needle sergers and flat-bed felling machines to automatically join, reinforce, or decorate material or articles;",0.165,Not Exposed,Not affected,0.15,predicted,2025
8153,5,Sewing Machine Operators,Operating fur sewing machines to join fur pelt strips to required size and shape and join pelts into garment sections or shells;,0.12,Not Exposed,Not affected,0.15,predicted,2025
8153,6,Sewing Machine Operators,"Operating stitching machines to sew leather parts together for leather garments, handbags , gloves or similar items;",0.125,Not Exposed,Not affected,0.15,predicted,2025
8153,7,Sewing Machine Operators,"Monitoring machine operation to detect problems such as defective stitching, breaks in thread, or machine malfunctions;",0.2175,Not Exposed,Not affected,0.15,predicted,2025
8153,8,Sewing Machine Operators,Performing equipment maintenance tasks such as replacing needles.,0.135,Not Exposed,Not affected,0.15,predicted,2025
8154,1,"Bleaching, Dyeing and Fabric Cleaning Machine Operators","Starting and controlling machines and equipment to bleach, dye or otherwise process and finish fabric, yarn, thread and/or other textile goods;",0.18,Not Exposed,Not affected,0.21,predicted,2025
